,Gene name,Gene type,Gene description
12562,OOEP,protein_coding,oocyte expressed protein [Source:HGNC Symbol;Acc:HGNC:21382]
12563,APOBEC2,protein_coding,apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:605]
12564,ARL14EPL,protein_coding,ADP ribosylation factor like GTPase 14 effector protein like [Source:HGNC Symbol;Acc:HGNC:44201]
12565,CD74,protein_coding,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]
12566,STX17,protein_coding,syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]
12567,ATP13A2,protein_coding,ATPase cation transporting 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]
12568,IPMK,protein_coding,inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:HGNC:20739]
12569,ZCWPW1,protein_coding,zinc finger CW-type and PWWP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23486]
12570,CISD1,protein_coding,CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]
12571,LARP7,protein_coding,"La ribonucleoprotein 7, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:24912]"
12572,TIMM10B,protein_coding,translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]
12573,CTXN3,protein_coding,cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]
12574,GATA3,protein_coding,GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]
12575,MXD3,protein_coding,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]
12576,PRPF4B,protein_coding,pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]
12577,ARRB2,protein_coding,arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]
12578,TPP1,protein_coding,tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]
12579,COL2A1,protein_coding,collagen type II alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2200]
12580,ACY1,protein_coding,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]
12581,GIGYF2,protein_coding,GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]
12582,LCORL,protein_coding,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
12583,LARP1,protein_coding,"La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]"
12584,TCAF2,protein_coding,TRPM8 channel associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]
12585,CDK5RAP2,protein_coding,CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]
12586,HK1,protein_coding,hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]
12587,SOD3,protein_coding,superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]
12588,CCDC149,protein_coding,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
12589,FAM217A,protein_coding,family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362]
12590,ZNF479,protein_coding,zinc finger protein 479 [Source:HGNC Symbol;Acc:HGNC:23258]
12591,UMAD1,protein_coding,UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955]
12592,SLC13A4,protein_coding,solute carrier family 13 member 4 [Source:HGNC Symbol;Acc:HGNC:15827]
12593,SCARB2,protein_coding,scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]
12594,SDHB,protein_coding,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
12595,ECI2,protein_coding,enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]
12596,SPAM1,protein_coding,sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]
12597,PADI2,protein_coding,peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]
12598,HOXA3,protein_coding,homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]
12599,AMZ1,protein_coding,archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]
12600,ZNF679,protein_coding,zinc finger protein 679 [Source:HGNC Symbol;Acc:HGNC:28650]
12601,MED11,protein_coding,mediator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:32687]
12602,ZNF736,protein_coding,zinc finger protein 736 [Source:HGNC Symbol;Acc:HGNC:32467]
12603,CCN1,protein_coding,cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]
12604,ZMYND15,protein_coding,zinc finger MYND-type containing 15 [Source:HGNC Symbol;Acc:HGNC:20997]
12605,SENP1,protein_coding,SUMO specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]
12606,RNASE10,protein_coding,ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]
12607,RNASE12,protein_coding,ribonuclease A family member 12 (inactive) [Source:HGNC Symbol;Acc:HGNC:24211]
12608,GARIN2,protein_coding,golgi associated RAB2 interactor family member 2 [Source:HGNC Symbol;Acc:HGNC:20101]
12609,ZNF680,protein_coding,zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]
12610,CFI,protein_coding,complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]
12611,TMEM271,protein_coding,transmembrane protein 271 [Source:HGNC Symbol;Acc:HGNC:53639]
12612,HHIPL2,protein_coding,HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
12613,PDE6B,protein_coding,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786]
12614,REPIN1,protein_coding,replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
12615,TM4SF5,protein_coding,transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:HGNC:11857]
12616,VMO1,protein_coding,vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]
12617,RNASET2,protein_coding,ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
12618,TAF1A,protein_coding,"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]"
12619,GLTPD2,protein_coding,glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756]
12620,PSMB6,protein_coding,proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]
12621,ZNF775,protein_coding,zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]
12622,CGRRF1,protein_coding,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]
12623,GIMAP8,protein_coding,"GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]"
12624,PLD2,protein_coding,phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]
12625,TMED2,protein_coding,transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]
12626,ACTR3C,protein_coding,actin related protein 3C [Source:HGNC Symbol;Acc:HGNC:37282]
12627,NEUROD6,protein_coding,neuronal differentiation 6 [Source:HGNC Symbol;Acc:HGNC:13804]
12628,DDX55,protein_coding,DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]
12629,HHIPL1,protein_coding,HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
12630,MIA3,protein_coding,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
12631,PPP1R17,protein_coding,protein phosphatase 1 regulatory subunit 17 [Source:HGNC Symbol;Acc:HGNC:16973]
12632,RPL29,protein_coding,ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]
12633,OR10A4,protein_coding,olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130]
12634,ERV3-1,protein_coding,"endogenous retrovirus group 3 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:3454]"
12635,FADS2,protein_coding,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
12636,CYP46A1,protein_coding,cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]
12637,CCDC7,protein_coding,coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]
12638,ZNF273,protein_coding,zinc finger protein 273 [Source:HGNC Symbol;Acc:HGNC:13067]
12639,ATP5ME,protein_coding,ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]
12640,ZBTB2,protein_coding,zinc finger and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20868]
12641,RMND1,protein_coding,required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176]
12642,DUSP7,protein_coding,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]
12643,TRA2A,protein_coding,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
12644,SLC49A3,protein_coding,solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177]
12645,SPINK6,protein_coding,serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]
12646,POC1A,protein_coding,POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]
12647,EIF2B1,protein_coding,eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]
12648,MARCOL,protein_coding,MARCO like [Source:HGNC Symbol;Acc:HGNC:53644]
12649,SPINK13,protein_coding,serine peptidase inhibitor Kazal type 13 [Source:HGNC Symbol;Acc:HGNC:27200]
12650,EML1,protein_coding,EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]
12651,SPINK14,protein_coding,serine peptidase inhibitor Kazal type 14 (putative) [Source:HGNC Symbol;Acc:HGNC:33825]
12652,MINK1,protein_coding,misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]
12653,TSLP,protein_coding,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]
12654,ARMT1,protein_coding,acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]
12655,ALAS1,protein_coding,5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
12656,WDR36,protein_coding,WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]
12657,AIDA,protein_coding,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]"
12658,CCDC170,protein_coding,coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]
12659,CCDC126,protein_coding,coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]
12660,GTF2H3,protein_coding,general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]
12661,TRMT112,protein_coding,tRNA methyltransferase activator subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940]
12662,CREBZF,protein_coding,CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]
12663,H4C3,protein_coding,H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]
12664,CPLX1,protein_coding,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
12665,FAM162B,protein_coding,family with sequence similarity 162 member B [Source:HGNC Symbol;Acc:HGNC:21549]
12666,WDR45,protein_coding,WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]
12667,OR4D10,protein_coding,olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173]
12668,GPRC6A,protein_coding,G protein-coupled receptor class C group 6 member A [Source:HGNC Symbol;Acc:HGNC:18510]
12669,NCR3LG1,protein_coding,natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]
12670,FAM221A,protein_coding,family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977]
12671,BROX,protein_coding,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]
12672,MYL5,protein_coding,myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]
12673,ZBTB16,protein_coding,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
12674,LMAN2,protein_coding,"lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]"
12675,RFX6,protein_coding,regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478]
12676,,protein_coding,"novel twinfilin, actin-binding protein, homolog 2 (Drosophila) (TWF2) and toll-like receptor 9 (TLR9) protein"
12677,CCNG1,protein_coding,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]
12678,TWF2,protein_coding,twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]
12679,CNBD1,protein_coding,cyclic nucleotide binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26663]
12680,USH1C,protein_coding,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]
12681,PPM1M,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]"
12682,RASSF6,protein_coding,Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]
12683,RASA4,protein_coding,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:HGNC:23181]
12684,CYRIB,protein_coding,CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]
12685,OR2A4,protein_coding,olfactory receptor family 2 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14729]
12686,CTAGE9,protein_coding,CTAGE family member 9 [Source:HGNC Symbol;Acc:HGNC:37275]
12687,ZMYND11,protein_coding,zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
12688,CCN2,protein_coding,cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]
12689,NUDCD2,protein_coding,NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535]
12690,RNF146,protein_coding,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
12691,STARD5,protein_coding,StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]
12692,TLR5,protein_coding,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
12693,HMMR,protein_coding,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]
12694,WDR82,protein_coding,WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]
12695,CXCL8,protein_coding,C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]
12696,EVC,protein_coding,EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]
12697,ERMAP,protein_coding,erythroblast membrane associated protein (Scianna blood group) [Source:HGNC Symbol;Acc:HGNC:15743]
12698,CRISP1,protein_coding,cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304]
12699,TMC3,protein_coding,transmembrane channel like 3 [Source:HGNC Symbol;Acc:HGNC:22995]
12700,GLYCTK,protein_coding,glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247]
12701,BAP1,protein_coding,BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]
12702,DEFB114,protein_coding,defensin beta 114 [Source:HGNC Symbol;Acc:HGNC:18095]
12703,DEFB113,protein_coding,defensin beta 113 [Source:HGNC Symbol;Acc:HGNC:18094]
12704,C4orf50,protein_coding,chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]
12705,DEFB110,protein_coding,defensin beta 110 [Source:HGNC Symbol;Acc:HGNC:18091]
12706,CYP51A1,protein_coding,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]
12707,TLR10,protein_coding,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
12708,DEFB112,protein_coding,defensin beta 112 [Source:HGNC Symbol;Acc:HGNC:18093]
12709,PBOV1,protein_coding,prostate and breast cancer overexpressed 1 [Source:HGNC Symbol;Acc:HGNC:21079]
12710,PTCHD4,protein_coding,patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]
12711,NGRN,protein_coding,"neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]"
12712,ZNF691,protein_coding,zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]
12713,RD3L,protein_coding,RD3 like [Source:HGNC Symbol;Acc:HGNC:40912]
12714,ASPG,protein_coding,asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]
12715,ZKSCAN8,protein_coding,zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]
12716,ATP6V0A2,protein_coding,ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]
12717,FAH,protein_coding,fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]
12718,TLR1,protein_coding,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
12719,KRIT1,protein_coding,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]
12720,DISP1,protein_coding,dispatched RND transporter family member 1 [Source:HGNC Symbol;Acc:HGNC:19711]
12721,TLR6,protein_coding,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
12722,OTOG,protein_coding,otogelin [Source:HGNC Symbol;Acc:HGNC:8516]
12723,FAM114A1,protein_coding,family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]
12724,RPL39L,protein_coding,ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
12725,ADGRB3,protein_coding,adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
12726,KIF26A,protein_coding,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]
12727,CHRNE,protein_coding,cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]
12728,SCAMP1,protein_coding,secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]
12729,ARHGEF18,protein_coding,Rho/Rac guanine nucleotide exchange factor 18 [Source:HGNC Symbol;Acc:HGNC:17090]
12730,ST6GAL1,protein_coding,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]"
12731,HSD3B1,protein_coding,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5217]"
12732,CYP2A7,protein_coding,cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]
12733,C17orf107,protein_coding,chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]
12734,ZNF697,protein_coding,zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]
12735,NAGLU,protein_coding,N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]
12736,HMGCS2,protein_coding,3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]
12737,CNR1,protein_coding,cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]
12738,ZBTB25,protein_coding,zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112]
12739,AKAP5,protein_coding,A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375]
12740,OLFML1,protein_coding,olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]
12741,HSD17B1,protein_coding,hydroxysteroid 17-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210]
12742,IRF2,protein_coding,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
12743,MARCHF2,protein_coding,membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]
12744,REG4,protein_coding,regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977]
12745,MTHFD1,protein_coding,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]"
12746,PRDM9,protein_coding,PR/SET domain 9 [Source:HGNC Symbol;Acc:HGNC:13994]
12747,PPFIBP2,protein_coding,PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]
12748,COASY,protein_coding,Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]
12749,ZNF573,protein_coding,zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]
12750,KLF15,protein_coding,KLF transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]
12751,AP3B1,protein_coding,adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]
12752,ADAM30,protein_coding,ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]
12753,PHGDH,protein_coding,phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]
12754,CFAP100,protein_coding,cilia and flagella associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26842]
12755,PSMC3IP,protein_coding,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]
12756,CTXND1,protein_coding,cortexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:50507]
12757,ZXDC,protein_coding,ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]
12758,DUT,protein_coding,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]
12759,MKNK2,protein_coding,MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]
12760,FGFR1,protein_coding,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
12761,UROC1,protein_coding,urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]
12762,HSPB8,protein_coding,heat shock protein family B (small) member 8 [Source:HGNC Symbol;Acc:HGNC:30171]
12763,PPFIBP1,protein_coding,PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]
12764,DICER1,protein_coding,"dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]"
12765,C3orf22,protein_coding,chromosome 3 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:28534]
12766,RTBDN,protein_coding,retbindin [Source:HGNC Symbol;Acc:HGNC:30310]
12767,RETREG3,protein_coding,reticulophagy regulator family member 3 [Source:HGNC Symbol;Acc:HGNC:27258]
12768,MAB21L2,protein_coding,mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]
12769,KCNJ13,protein_coding,potassium inwardly rectifying channel subfamily J member 13 [Source:HGNC Symbol;Acc:HGNC:6259]
12770,NRROS,protein_coding,negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]
12771,LRBA,protein_coding,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
12772,PAK2,protein_coding,p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]
12773,NGEF,protein_coding,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]
12774,NUPR1,protein_coding,"nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]"
12775,SULT1A2,protein_coding,sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]
12776,CEP19,protein_coding,centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209]
12777,TUBG2,protein_coding,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]
12778,FBN1,protein_coding,fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
12779,CADM2,protein_coding,cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849]
12780,PLEKHH3,protein_coding,"pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]"
12781,HPN,protein_coding,hepsin [Source:HGNC Symbol;Acc:HGNC:5155]
12782,NEU2,protein_coding,neuraminidase 2 [Source:HGNC Symbol;Acc:HGNC:7759]
12783,TK2,protein_coding,thymidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11831]
12784,CHRNA1,protein_coding,cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]
12785,TK1,protein_coding,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]
12786,PNP,protein_coding,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]
12787,COPB2,protein_coding,COPI coat complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]
12788,PRR19,protein_coding,proline rich 19 [Source:HGNC Symbol;Acc:HGNC:33728]
12789,INSRR,protein_coding,insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]
12790,ZNF559,protein_coding,zinc finger protein 559 [Source:HGNC Symbol;Acc:HGNC:28197]
12791,CYB5R2,protein_coding,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
12792,BIRC5,protein_coding,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]
12793,LRRC47,protein_coding,leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]
12794,FAM170A,protein_coding,family with sequence similarity 170 member A [Source:HGNC Symbol;Acc:HGNC:27963]
12795,ARL5A,protein_coding,ADP ribosylation factor like GTPase 5A [Source:HGNC Symbol;Acc:HGNC:696]
12796,TCF7L2,protein_coding,transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]
12797,CD14,protein_coding,CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]
12798,MAT2B,protein_coding,methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]
12799,QARS1,protein_coding,glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751]
12800,ZFYVE1,protein_coding,zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]
12801,DHX57,protein_coding,DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]
12802,SNRPD2,protein_coding,small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]
12803,RFX7,protein_coding,regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]
12804,OR10H2,protein_coding,olfactory receptor family 10 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8173]
12805,TGFBR3L,protein_coding,transforming growth factor beta receptor 3 like [Source:HGNC Symbol;Acc:HGNC:44152]
12806,GFY,protein_coding,golgi associated olfactory signaling regulator [Source:HGNC Symbol;Acc:HGNC:44663]
12807,DAND5,protein_coding,DAN domain BMP antagonist family member 5 [Source:HGNC Symbol;Acc:HGNC:26780]
12808,OR10H5,protein_coding,olfactory receptor family 10 subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:15389]
12809,BUD13,protein_coding,BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]
12810,OR10H3,protein_coding,olfactory receptor family 10 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:8174]
12811,OR7E24,protein_coding,olfactory receptor family 7 subfamily E member 24 [Source:HGNC Symbol;Acc:HGNC:8396]
12812,OR1I1,protein_coding,olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207]
12813,ARHGAP45,protein_coding,Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]
12814,KRBA2,protein_coding,KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]
